scenario,policy,high_started,high_arrivals,high_started_over_arrivals,high_started_over_arrivals_disp,wait_km_p50_h,wait_km_p90_h,wait_km_p50_disp,wait_km_p90_disp,wait_max_bound_h,wait_max_bound_disp,overline_B95_days,util_mean,util_p95,eow_start_share_mean,eow_start_share_p95,t_end_h,high_censored,seed
S1_normal,FIFO,47,66,0.7121212121212122,47/66,197.19991380487545,420.1537895162221,197.2,420.2,433.2242639941758,433.2,6.882101395936754,0.9352830331426547,0.9836135220153909,0.08541666666666667,0.5,1344.0,19,42
S1_normal,SPT,65,66,0.9848484848484849,65/66,42.64903229970105,90.84393950590902,42.6,90.8,97.5771367097982,97.6,1.5510227221178077,0.843661238189134,0.9614732908699026,0.0,0.0,1344.0,1,42
S1_normal,CVSS-only,54,66,0.8181818181818182,54/66,60.27158103734155,,60.3,$> 321.8$,871.6017994161884,$\ge 871.6$,12.349480479349934,0.9054144776331438,0.9942946917522125,0.03125,0.25,1344.0,12,42
S1_normal,R-risk-only,61,66,0.9242424242424242,61/66,55.1407139726837,314.82932543259756,55.1,314.8,746.668919982131,746.7,10.9741220722604,0.938631864428273,0.9946218562011996,0.051041666666666666,0.21250000000000002,1344.0,5,42
S1_normal,RD-only,65,66,0.9848484848484849,65/66,43.304582110742786,90.84393950590902,43.3,90.8,96.55033425968475,96.6,1.6433063134620582,0.8625465460086452,0.9928636885728592,0.0,0.0,1344.0,1,42
S1_normal,RD+WGPS,65,66,0.9848484848484849,65/66,43.304582110742786,90.84393950590902,43.3,90.8,96.55033425968475,96.6,1.6433063134620582,0.8692595279870992,0.9513006675236303,0.0,0.0,1344.0,1,42
S2_kev_burst,FIFO,46,60,0.7666666666666667,46/60,257.2247248616126,378.2626756653957,257.2,378.3,433.35457626134416,433.4,8.330910738627123,0.9140466034656324,0.9936914557715648,0.07142857142857142,0.2708333333333333,1344.0,14,42
S2_kev_burst,SPT,54,60,0.9,54/60,44.815400709827514,76.48939787168865,44.8,76.5,162.2491851215666,162.2,1.7390520171518637,0.8246749872275124,0.9796403038756826,0.0,0.0,1344.0,6,42
S2_kev_burst,CVSS-only,45,60,0.75,45/60,72.28134945009873,674.3648877975136,72.3,674.4,1097.2491116293102,$\ge 1097.2$,16.390956277167888,0.9054635294389672,0.9909518260601718,0.07395833333333333,0.2708333333333333,1344.0,15,42
S2_kev_burst,R-risk-only,53,60,0.8833333333333333,53/60,48.01085198838439,132.1910778539915,48.0,132.2,385.3365931890047,$\ge 385.3$,5.221261412549278,0.9078984038774948,0.9946549117358049,0.02291666666666667,0.175,1344.0,7,42
S2_kev_burst,RD-only,55,60,0.9166666666666666,55/60,44.48134113838296,75.86449446503116,44.5,75.9,94.73592266316018,94.7,1.2737850092204963,0.8426651637816047,0.984432579352846,0.0,0.0,1344.0,5,42
S2_kev_burst,RD+WGPS,55,60,0.9166666666666666,55/60,44.48134113838296,75.86449446503116,44.5,75.9,94.73592266316018,94.7,1.2737850092204963,0.8685573057680676,0.9947473410667748,0.0,0.0,1344.0,5,42
S3_lowcap_hetero,FIFO,12,56,0.21428571428571427,12/56,,,$> 891.7$,$> 891.7$,971.0216889422812,$\ge 971.0$,18.958172087416433,0.9147672277666778,0.9819692987230353,0.03125,0.16249999999999987,1344.0,44,42
S3_lowcap_hetero,SPT,35,56,0.625,35/56,132.84667620103443,,132.8,$> 200.4$,1147.8910553777728,$\ge 1147.9$,17.78877560319926,0.8778020281540586,0.9827146844766974,0.0,0.0,1344.0,21,42
S3_lowcap_hetero,CVSS-only,16,56,0.2857142857142857,16/56,,,$> 526.7$,$> 526.7$,1288.9724530706492,$\ge 1289.0$,25.000693569330142,0.9292058432320232,0.9758980904303897,0.07291666666666666,0.3041666666666666,1344.0,40,42
S3_lowcap_hetero,R-risk-only,20,56,0.35714285714285715,20/56,,,$> 515.6$,$> 515.6$,1229.5032100665978,$\ge 1229.5$,22.947154045212702,0.8291885998445623,0.95788093349767,0.03125,0.16249999999999987,1344.0,36,42
S3_lowcap_hetero,RD-only,38,56,0.6785714285714286,38/56,133.2357183073783,,133.2,$> 469.9$,1147.8910553777728,$\ge 1147.9$,18.66378639677774,0.9152280043740187,0.9799739978231501,0.0,0.0,1344.0,18,42
S3_lowcap_hetero,RD+WGPS,38,56,0.6785714285714286,38/56,133.2357183073783,,133.2,$> 469.9$,1147.8910553777728,$\ge 1147.9$,18.66378639677774,0.9152280043740187,0.9799739978231501,0.0,0.0,1344.0,18,42
S1_normal,FIFO,41,50,0.82,41/50,204.10423487046535,296.91088142582896,204.1,296.9,332.07561957065354,332.1,5.998135258680295,0.9535882555862404,0.9928203754000543,0.03333333333333333,0.175,1344.0,9,43
S1_normal,SPT,50,50,1.0,50/50,44.75536647175966,91.23711388002312,44.8,91.2,294.1595070472797,294.2,2.609701590842378,0.8064856603648449,0.9700128643104619,0.0,0.0,1344.0,0,43
S1_normal,CVSS-only,41,50,0.82,41/50,51.24233800718157,,51.2,$> 189.9$,1079.2352738119453,$\ge 1079.2$,17.357937382524476,0.940524276454371,0.9966612551145624,0.040625,0.21250000000000002,1344.0,9,43
S1_normal,R-risk-only,46,50,0.92,46/50,46.21743962578125,286.73943635994453,46.2,286.7,514.6102960484232,514.6,7.825879936511123,0.9139817832220029,0.9853425409570062,0.04375,0.23333333333333334,1344.0,4,43
S1_normal,RD-only,50,50,1.0,50/50,40.10696973636334,72.36843067386295,40.1,72.4,97.01281807468581,97.0,1.3059643500661937,0.8702882282113326,0.9830062862738768,0.0,0.0,1344.0,0,43
S1_normal,RD+WGPS,50,50,1.0,50/50,40.10696973636334,72.36843067386295,40.1,72.4,97.01281807468581,97.0,1.3059643500661937,0.8513886840254233,0.9820265185264796,0.0,0.0,1344.0,0,43
S2_kev_burst,FIFO,45,55,0.8181818181818182,45/55,253.7558570486475,382.0231991171312,253.8,382.0,424.55668075426763,$\ge 424.6$,8.90804510998518,0.9095456822720314,0.989373091200838,0.0,0.0,1344.0,10,43
S2_kev_burst,SPT,54,55,0.9818181818181818,54/55,59.18917009915302,95.92549456349855,59.2,95.9,454.2083979087711,454.2,6.107845942224853,0.8591201712804718,0.9897728347582759,0.0,0.0,1344.0,1,43
S2_kev_burst,CVSS-only,49,55,0.8909090909090909,49/55,73.3843835046074,501.34317949867545,73.4,501.3,1049.5131864283398,$\ge 1049.5$,19.76736678320567,0.9048079587909105,0.9846032584900639,0.07083333333333333,0.23333333333333334,1344.0,6,43
S2_kev_burst,R-risk-only,45,55,0.8181818181818182,45/55,93.37562041855,,93.4,$> 546.5$,713.3278285437657,$\ge 713.3$,13.86025458954484,0.9140463656808534,0.9930026695792352,0.03333333333333333,0.175,1344.0,10,43
S2_kev_burst,RD-only,54,55,0.9818181818181818,54/55,60.05246499122461,95.23142048541399,60.1,95.2,237.1528018175021,237.2,2.598226389906972,0.8664901264307732,0.9884101980833413,0.0,0.0,1344.0,1,43
S2_kev_burst,RD+WGPS,54,55,0.9818181818181818,54/55,60.05246499122461,95.23142048541399,60.1,95.2,237.1528018175021,237.2,2.598226389906972,0.8776664651582,0.9938902795438456,0.0,0.0,1344.0,1,43
S3_lowcap_hetero,FIFO,12,57,0.21052631578947367,12/57,,,$> 454.3$,$> 454.3$,958.4657391507255,$\ge 958.5$,16.5523278301498,0.7467439592759935,0.9282764112213076,0.041666666666666664,0.21666666666666648,1344.0,45,43
S3_lowcap_hetero,SPT,37,57,0.6491228070175439,37/57,128.4171258913634,,128.4,$> 163.2$,1063.3209530373197,$\ge 1063.3$,19.15165077892622,0.8707280557521547,0.9647817385846018,0.020833333333333332,0.10833333333333324,1344.0,20,43
S3_lowcap_hetero,CVSS-only,18,57,0.3157894736842105,18/57,,,$> 321.7$,$> 321.7$,1067.112820328348,$\ge 1067.1$,19.248396522058105,0.8409951794036651,0.9549239729441399,0.09375,0.41249999999999987,1344.0,39,43
S3_lowcap_hetero,R-risk-only,21,57,0.3684210526315789,21/57,899.4698422248568,,899.5,$> 966.1$,1032.675602964827,$\ge 1032.7$,18.131905469824694,0.8561635708909924,0.9739085031446735,0.041666666666666664,0.21666666666666648,1344.0,36,43
S3_lowcap_hetero,RD-only,36,57,0.631578947368421,36/57,143.04934200427044,,143.0,$> 966.3$,1056.2860819354098,$\ge 1056.3$,18.77228587569901,0.8603022523023482,0.9545107182543124,0.025,0.1299999999999999,1344.0,21,43
S3_lowcap_hetero,RD+WGPS,36,57,0.631578947368421,36/57,143.04934200427044,,143.0,$> 966.3$,1056.2860819354098,$\ge 1056.3$,18.77228587569901,0.8603022523023482,0.9545107182543124,0.025,0.1299999999999999,1344.0,21,43
S1_normal,FIFO,28,45,0.6222222222222222,28/45,134.4934123870621,296.6980266605658,134.5,296.7,296.6980266605658,296.7,4.355622780669166,0.8128916660168228,0.9982911579016827,0.037500000000000006,0.2,1344.0,17,44
S1_normal,SPT,44,45,0.9777777777777777,44/45,46.40986535850516,83.47130963348627,46.4,83.5,95.74430545026206,95.7,1.27152857049605,0.7379824177594965,0.973296050073063,0.0,0.0,1344.0,1,44
S1_normal,CVSS-only,36,45,0.8,36/45,56.86488263275248,,56.9,$> 422.6$,735.026590520955,$\ge 735.0$,10.479811592292812,0.8132912376757717,0.9951425311300368,0.03125,0.20833333333333331,1344.0,9,44
S1_normal,R-risk-only,41,45,0.9111111111111111,41/45,49.464407732320694,168.08113970393242,49.5,168.1,393.82589738966885,393.8,4.696336356465501,0.8162171965270636,0.9880950467330506,0.0,0.0,1344.0,4,44
S1_normal,RD-only,45,45,1.0,45/45,45.12647441281979,83.04065083031469,45.1,83.0,95.74430545026206,95.7,1.2683721190763566,0.7779194061423087,0.9839978449412448,0.0,0.0,1344.0,0,44
S1_normal,RD+WGPS,45,45,1.0,45/45,45.12647441281979,83.04065083031469,45.1,83.0,95.74430545026206,95.7,1.2683721190763566,0.7762892785097115,0.9839978449412448,0.0,0.0,1344.0,0,44
S2_kev_burst,FIFO,29,45,0.6444444444444445,29/45,254.89856482607684,550.9642835665946,254.9,551.0,558.9091647177524,$\ge 558.9$,8.858776228588326,0.8548888703822276,0.9984602499627372,0.04895833333333333,0.2708333333333333,1344.0,16,44
S2_kev_burst,SPT,41,45,0.9111111111111111,41/45,49.94318615785721,112.91988940129738,49.9,112.9,828.0817797647305,$\ge 828.1$,13.181937881749786,0.772942165968987,0.9744632941806781,0.0,0.0,1344.0,4,44
S2_kev_burst,CVSS-only,31,45,0.6888888888888889,31/45,95.43317129221055,,95.4,$> 369.7$,820.534799131338,$\ge 820.5$,11.885447226185043,0.8471925500615599,0.9981255804129222,0.020833333333333332,0.08333333333333333,1344.0,14,44
S2_kev_burst,R-risk-only,38,45,0.8444444444444444,38/45,93.91180193742571,,93.9,$> 293.1$,597.1040799685082,$\ge 597.1$,8.180164765092266,0.8753429479029506,0.9974791338556919,0.020833333333333332,0.08333333333333333,1344.0,7,44
S2_kev_burst,RD-only,44,45,0.9777777777777777,44/45,46.74940295034045,93.80316461893722,46.7,93.8,118.00351593357539,118.0,1.4959825130198605,0.8298696769568513,0.9768901010704939,0.0,0.0,1344.0,1,44
S2_kev_burst,RD+WGPS,44,45,0.9777777777777777,44/45,46.74940295034045,93.80316461893722,46.7,93.8,118.00351593357539,118.0,1.4959825130198605,0.8430652358818893,0.986619050741861,0.0,0.0,1344.0,1,44
S3_lowcap_hetero,FIFO,17,54,0.3148148148148148,17/54,955.02155920361,,955.0,$> 978.9$,1037.7816997136108,$\ge 1037.8$,20.851485341522597,0.8652293003341364,0.9842873146413642,0.125,0.41249999999999987,1344.0,37,44
S3_lowcap_hetero,SPT,35,54,0.6481481481481481,35/54,146.3143167322138,,146.3,$> 607.4$,1297.546746014395,$\ge 1297.5$,25.200183646278216,0.8508132168823295,0.9626392791923268,0.0,0.0,1344.0,19,44
S3_lowcap_hetero,CVSS-only,20,54,0.37037037037037035,20/54,,,$> 608.3$,$> 608.3$,1297.546746014395,$\ge 1297.5$,24.61460514175956,0.8578821469056175,0.9076368701478505,0.0,0.0,1344.0,34,44
S3_lowcap_hetero,R-risk-only,17,54,0.3148148148148148,17/54,,,$> 304.0$,$> 304.0$,1297.546746014395,$\ge 1297.5$,24.63096471256412,0.784056566499728,0.9656628912605076,0.13541666666666666,0.44166666666666654,1344.0,37,44
S3_lowcap_hetero,RD-only,35,54,0.6481481481481481,35/54,146.3143167322138,,146.3,$> 515.5$,1297.546746014395,$\ge 1297.5$,23.56454695322778,0.8989998572475288,0.9859336528205999,0.03125,0.16249999999999987,1344.0,19,44
S3_lowcap_hetero,RD+WGPS,36,54,0.6666666666666666,36/54,146.97502311535698,,147.0,$> 881.8$,1297.546746014395,$\ge 1297.5$,23.618491331563906,0.8916156276960924,0.9859336528205999,0.03125,0.16249999999999987,1344.0,18,44
S1_normal,FIFO,48,51,0.9411764705882353,48/51,93.6783765661568,127.93658912273827,93.7,127.9,156.42400814716495,156.4,2.622791882014824,0.9118464778122013,0.9860459847117825,0.04970238095238095,0.175,1344.0,3,45
S1_normal,SPT,50,51,0.9803921568627451,50/51,45.73930213898882,93.85695673797463,45.7,93.9,95.39321397334948,95.4,1.3052033137022256,0.8246314847829118,0.9867831390948905,0.0,0.0,1344.0,1,45
S1_normal,CVSS-only,46,51,0.9019607843137255,46/51,53.20044105417014,136.53832858595706,53.2,136.5,626.4910456417405,$\ge 626.5$,7.460778903920927,0.9071481180305476,0.9874520701841275,0.02976190476190476,0.16666666666666666,1344.0,5,45
S1_normal,R-risk-only,49,51,0.9607843137254902,49/51,46.10225461758944,96.35697184085416,46.1,96.4,264.804344974019,264.8,2.857484973705723,0.8867092697777275,0.98697964370483,0.020833333333333332,0.16666666666666666,1344.0,2,45
S1_normal,RD-only,50,51,0.9803921568627451,50/51,45.40841885254531,93.6783765661568,45.4,93.7,95.44110629554893,95.4,1.3623304541918713,0.8496529594489439,0.9876973588038775,0.0,0.0,1344.0,1,45
S1_normal,RD+WGPS,50,51,0.9803921568627451,50/51,45.40841885254531,93.6783765661568,45.4,93.7,95.44110629554893,95.4,1.3623304541918713,0.8717837097504784,0.9876973588038775,0.0,0.0,1344.0,1,45
S2_kev_burst,FIFO,50,57,0.8771929824561403,50/57,76.74356311096312,136.75775238730034,76.7,136.8,148.42477606137265,148.4,2.6292682694353418,0.881109140310242,0.9883056338494304,0.020833333333333332,0.08333333333333333,1344.0,7,45
S2_kev_burst,SPT,57,57,1.0,57/57,40.429543120413655,79.786631174293,40.4,79.8,96.15838206155263,96.2,1.242486231422071,0.7886443144233504,0.9822821941835387,0.0,0.0,1344.0,0,45
S2_kev_burst,CVSS-only,52,57,0.9122807017543859,52/57,52.33828395330431,137.6965185658994,52.3,137.7,226.33659431093983,226.3,2.964821009609019,0.8669765199743029,0.9787512271068523,0.008928571428571428,0.03571428571428571,1344.0,5,45
S2_kev_burst,R-risk-only,53,57,0.9298245614035088,53/57,47.01652293452952,191.8392546805228,47.0,191.8,342.56714799562474,$\ge 342.6$,5.374877448988107,0.9057801375181367,0.9930445802427581,0.05178571428571429,0.22142857142857142,1344.0,4,45
S2_kev_burst,RD-only,57,57,1.0,57/57,40.25962945952142,79.786631174293,40.3,79.8,96.15838206155263,96.2,1.2359611162220663,0.8312855751180911,0.9904834160921484,0.0,0.0,1344.0,0,45
S2_kev_burst,RD+WGPS,57,57,1.0,57/57,40.25962945952142,79.786631174293,40.3,79.8,96.15838206155263,96.2,1.2359611162220663,0.8312855751180911,0.990633109495885,0.0,0.0,1344.0,0,45
S3_lowcap_hetero,FIFO,8,58,0.13793103448275862,8/58,1096.1278738738415,,1096.1,$> 1096.1$,1139.1987980289023,$\ge 1139.2$,22.959411629154395,0.41171448513698394,0.8710919814186671,0.041666666666666664,0.21666666666666648,1344.0,50,45
S3_lowcap_hetero,SPT,34,58,0.5862068965517241,34/58,145.0972328983372,,145.1,$> 501.0$,1109.2768329530682,$\ge 1109.3$,18.982691890658945,0.8676582367945059,0.9675309802249216,0.0,0.0,1344.0,24,45
S3_lowcap_hetero,CVSS-only,13,58,0.22413793103448276,13/58,,,$> 984.2$,$> 984.2$,1339.1395205035446,$\ge 1339.1$,25.463039593629123,0.8643027607260028,0.9351556214037542,0.0,0.0,1344.0,45,45
S3_lowcap_hetero,R-risk-only,18,58,0.3103448275862069,18/58,,,$> 570.6$,$> 570.6$,1250.8573124291554,$\ge 1250.9$,24.913597017193496,0.908670128663433,0.991059485199794,0.13541666666666666,0.44166666666666654,1344.0,40,45
S3_lowcap_hetero,RD-only,34,58,0.5862068965517241,34/58,146.2726949449172,,146.3,$> 604.5$,1109.2768329530682,$\ge 1109.3$,19.0247515693259,0.9343957302388262,0.9948619649399112,0.0,0.0,1344.0,24,45
S3_lowcap_hetero,RD+WGPS,34,58,0.5862068965517241,34/58,146.2726949449172,,146.3,$> 604.5$,1109.2768329530682,$\ge 1109.3$,19.0247515693259,0.9343957302388262,0.9948619649399112,0.0,0.0,1344.0,24,45
S1_normal,FIFO,43,51,0.8431372549019608,43/51,285.55597937717266,383.3493607233577,285.6,383.3,428.11909953111126,428.1,8.500545580827978,0.9048579395605627,0.9821536484735559,0.06979166666666667,0.3125,1344.0,8,46
S1_normal,SPT,51,51,1.0,51/51,36.63518029985107,87.92627783078547,36.6,87.9,97.09722191294577,97.1,1.4888171463792572,0.8048968374273398,0.9927485987053387,0.0,0.0,1344.0,0,46
S1_normal,CVSS-only,47,51,0.9215686274509803,47/51,46.434249844885585,431.4058539348425,46.4,431.4,756.5853175426352,$\ge 756.6$,12.653505303434727,0.908407970958084,0.9933423465457584,0.041666666666666664,0.25,1344.0,4,46
S1_normal,R-risk-only,48,51,0.9411764705882353,48/51,79.30582093370799,426.3594792653059,79.3,426.4,619.90522228361,619.9,10.686876694398302,0.9080196070044848,0.9974949389281906,0.03333333333333333,0.175,1344.0,3,46
S1_normal,RD-only,51,51,1.0,51/51,34.055253726011244,87.53124128180764,34.1,87.5,90.51364558155939,90.5,1.255019020554507,0.8246817329778989,0.981600011234404,0.0,0.0,1344.0,0,46
S1_normal,RD+WGPS,51,51,1.0,51/51,34.055253726011244,87.53124128180764,34.1,87.5,90.51364558155939,90.5,1.255019020554507,0.845829467626777,0.9935317850324068,0.0,0.0,1344.0,0,46
S2_kev_burst,FIFO,47,53,0.8867924528301887,47/53,106.55865223438445,202.1181616071135,106.6,202.1,233.42747281292975,233.4,4.139849719474913,0.8789610121051721,0.9980796028507966,0.05416666666666667,0.23333333333333334,1344.0,6,46
S2_kev_burst,SPT,52,53,0.9811320754716981,52/53,43.71743646995071,89.4039442701336,43.7,89.4,175.85058205468124,175.9,2.159845139703158,0.8008534890704486,0.9892547251395061,0.0,0.0,1344.0,1,46
S2_kev_burst,CVSS-only,50,53,0.9433962264150944,50/53,59.493558216362885,167.82708514645714,59.5,167.8,815.0905370091374,$\ge 815.1$,12.832905272404489,0.8723060148724205,0.9916212043693008,0.020833333333333332,0.08333333333333333,1344.0,3,46
S2_kev_burst,R-risk-only,51,53,0.9622641509433962,51/53,42.63891985235409,120.54111637158428,42.6,120.5,214.2186078102783,214.2,3.219895356056646,0.8793933894189384,0.98803836967044,0.02291666666666667,0.175,1344.0,2,46
S2_kev_burst,RD-only,52,53,0.9811320754716981,52/53,39.43702133812985,80.26701041203461,39.4,80.3,94.76994331593073,94.8,1.4731460324069263,0.8471091677892013,0.9889646436593895,0.0,0.0,1344.0,1,46
S2_kev_burst,RD+WGPS,52,53,0.9811320754716981,52/53,39.43702133812985,80.26701041203461,39.4,80.3,94.76994331593073,94.8,1.4731460324069263,0.8415178171720914,0.9910315148361308,0.0,0.0,1344.0,1,46
S3_lowcap_hetero,FIFO,22,54,0.4074074074074074,22/54,666.6944534393909,,666.7,$> 814.4$,844.4469719266046,$\ge 844.4$,15.760544900502365,0.7143859979431669,0.930182252174051,0.08333333333333333,0.3333333333333333,1344.0,32,46
S3_lowcap_hetero,SPT,36,54,0.6666666666666666,36/54,140.31680598698074,,140.3,$> 833.9$,1121.4270450050085,$\ge 1121.4$,20.669165699612908,0.7862827374870776,0.9646723954017083,0.0,0.0,1344.0,18,46
S3_lowcap_hetero,CVSS-only,21,54,0.3888888888888889,21/54,,,$> 225.6$,$> 225.6$,1122.2521380304008,$\ge 1122.3$,20.5841963757807,0.814026994576952,0.9535028952312637,0.0875,0.39499999999999985,1344.0,33,46
S3_lowcap_hetero,R-risk-only,22,54,0.4074074074074074,22/54,,,$> 310.8$,$> 310.8$,1122.7730291347057,$\ge 1122.8$,20.991271879120692,0.7981739710886613,0.952814467643895,0.0625,0.32499999999999973,1344.0,32,46
S3_lowcap_hetero,RD-only,37,54,0.6851851851851852,37/54,140.31680598698074,,140.3,$> 403.5$,1121.4270450050085,$\ge 1121.4$,20.66997876839962,0.8121492927149879,0.9457619521907484,0.0,0.0,1344.0,17,46
S3_lowcap_hetero,RD+WGPS,36,54,0.6666666666666666,36/54,153.13705649304916,,153.1,$> 580.4$,1121.4270450050085,$\ge 1121.4$,20.66985557615921,0.826527223851242,0.9791189645411033,0.03125,0.16249999999999987,1344.0,18,46
S1_normal,FIFO,49,62,0.7903225806451613,49/62,248.0452099566491,414.4395917402629,248.0,414.4,457.0284947762684,457.0,8.628140800840876,0.9396462104086961,0.9959667248303969,0.03854166666666667,0.21250000000000002,1344.0,13,47
